    Time(yr)   SMco2_tot(kg)   AQco2_tot(kg)
  0.2345E+03      0.0000E+00      0.1555E+11
  0.2348E+03      0.0000E+00      0.1587E+11
  0.2355E+03      0.0000E+00      0.1588E+11
  0.2369E+03      0.0000E+00      0.1589E+11
  0.2382E+03      0.0000E+00      0.1591E+11
  0.2395E+03      0.0000E+00      0.1592E+11
  0.2397E+03      0.0000E+00      0.1593E+11
  0.2400E+03      0.0000E+00      0.1593E+11
  0.2403E+03      0.0000E+00      0.1593E+11
  0.2409E+03      0.0000E+00      0.1594E+11
  0.2421E+03      0.0000E+00      0.1595E+11
  0.2435E+03      0.0000E+00      0.1597E+11
  0.2449E+03      0.0000E+00      0.1599E+11
  0.2462E+03      0.0000E+00      0.1600E+11
  0.2476E+03      0.0000E+00      0.1605E+11
  0.2490E+03      0.0000E+00      0.1606E+11
  0.2503E+03      0.0000E+00      0.1608E+11
  0.2517E+03      0.0000E+00      0.1610E+11
  0.2531E+03      0.0000E+00      0.1611E+11
  0.2539E+03      0.0000E+00      0.1612E+11
  0.2545E+03      0.0000E+00      0.1612E+11
  0.2559E+03      0.0000E+00      0.1614E+11
  0.2572E+03      0.0000E+00      0.1615E+11
  0.2586E+03      0.0000E+00      0.1617E+11
  0.2599E+03      0.0000E+00      0.1618E+11
  0.2612E+03      0.0000E+00      0.1620E+11
  0.2625E+03      0.0000E+00      0.1621E+11
  0.2638E+03      0.0000E+00      0.1622E+11
  0.2650E+03      0.0000E+00      0.1623E+11
  0.2663E+03      0.0000E+00      0.1625E+11
  0.2677E+03      0.0000E+00      0.1626E+11
  0.2690E+03      0.0000E+00      0.1627E+11
  0.2704E+03      0.0000E+00      0.1629E+11
  0.2717E+03      0.0000E+00      0.1630E+11
  0.2730E+03      0.0000E+00      0.1631E+11
  0.2744E+03      0.0000E+00      0.1638E+11
  0.2757E+03      0.0000E+00      0.1639E+11
  0.2770E+03      0.0000E+00      0.1640E+11
  0.2784E+03      0.0000E+00      0.1641E+11
  0.2798E+03      0.0000E+00      0.1643E+11
  0.2811E+03      0.0000E+00      0.1644E+11
  0.2825E+03      0.0000E+00      0.1645E+11
  0.2839E+03      0.0000E+00      0.1646E+11
  0.2853E+03      0.0000E+00      0.1648E+11
  0.2866E+03      0.0000E+00      0.1649E+11
  0.2880E+03      0.0000E+00      0.1652E+11
  0.2894E+03      0.0000E+00      0.1653E+11
  0.2907E+03      0.0000E+00      0.1655E+11
  0.2921E+03      0.0000E+00      0.1656E+11
  0.2935E+03      0.0000E+00      0.1657E+11
  0.2948E+03      0.0000E+00      0.1659E+11
  0.2962E+03      0.0000E+00      0.1660E+11
  0.2976E+03      0.0000E+00      0.1661E+11
  0.2989E+03      0.0000E+00      0.1662E+11
  0.2998E+03      0.0000E+00      0.1663E+11
  0.3003E+03      0.0000E+00      0.1663E+11
  0.3017E+03      0.0000E+00      0.1665E+11
  0.3030E+03      0.6373E+00      0.1666E+11
  0.3044E+03      0.6521E+00      0.1719E+11
  0.3056E+03      0.6659E+00      0.1720E+11
  0.3058E+03      0.6671E+00      0.1720E+11
  0.3058E+03      0.6674E+00      0.1720E+11
  0.3058E+03      0.6677E+00      0.1720E+11
  0.3059E+03      0.6683E+00      0.1720E+11
  0.3060E+03      0.6693E+00      0.1720E+11
  0.3063E+03      0.6729E+00      0.1721E+11
  0.3076E+03      0.6876E+00      0.1722E+11
  0.3081E+03      0.6924E+00      0.1723E+11
  0.3085E+03      0.6975E+00      0.1723E+11
  0.3089E+03      0.7016E+00      0.1724E+11
  0.3089E+03      0.7019E+00      0.1724E+11
  0.3090E+03      0.7022E+00      0.1724E+11
  0.3090E+03      0.7025E+00      0.1724E+11
  0.3090E+03      0.7029E+00      0.1724E+11
  0.3091E+03      0.7036E+00      0.1724E+11
  0.3092E+03      0.7051E+00      0.1724E+11
  0.3098E+03      0.7117E+00      0.1725E+11
  0.3112E+03      0.7273E+00      0.1726E+11
  0.3126E+03      0.7433E+00      0.1727E+11
  0.3139E+03      0.7594E+00      0.1729E+11
  0.3153E+03      0.7762E+00      0.1733E+11
  0.3166E+03      0.7934E+00      0.1734E+11
  0.3180E+03      0.8109E+00      0.1736E+11
  0.3194E+03      0.8291E+00      0.1737E+11
  0.3207E+03      0.8478E+00      0.1738E+11
  0.3221E+03      0.8672E+00      0.1741E+11
  0.3235E+03      0.8871E+00      0.1742E+11
  0.3248E+03      0.9077E+00      0.1743E+11
  0.3262E+03      0.9281E+00      0.1745E+11
  0.3263E+03      0.9302E+00      0.1745E+11
  0.3277E+03      0.9522E+00      0.1907E+11
  0.3290E+03      0.9737E+00      0.1910E+11
  0.3296E+03      0.9855E+00      0.1911E+11
  0.3304E+03      0.9975E+00      0.1913E+11
  0.3310E+03      0.1009E+01      0.1914E+11
  0.3317E+03      0.1021E+01      0.1915E+11
  0.3324E+03      0.1033E+01      0.1917E+11
  0.3330E+03      0.1678E+01      0.1918E+11
  0.3336E+03      0.1757E+01      0.1919E+11
  0.3343E+03      0.1837E+01      0.1920E+11
  0.3349E+03      0.1911E+01      0.1921E+11
  0.3355E+03      0.1979E+01      0.1930E+11
  0.3362E+03      0.2044E+01      0.1931E+11
  0.3368E+03      0.2105E+01      0.1932E+11
  0.3374E+03      0.2164E+01      0.1933E+11
  0.3380E+03      0.2219E+01      0.1935E+11
  0.3386E+03      0.2268E+01      0.1936E+11
